"productName","revAuthor","revText","revRating"
"Bose SoundLink Mini Bluetooth Speaker II (Carbon)","Keith","Since I'm giving this product a 4-star review I'll lead by saying that this has amazing sound quality for its' size.  The highs are crisp, mid range is full and a lower volumes it even manages some respectable bass.  Further, I couldn't be happier with the design and quality of it.  The unit feels very sturdy and well made with premium finishes, minimal port intrusion, and the convenient docking station is phenomenal.  However, when you start to turn the volume up past 50% the bass drivers plateau and leave you wanting more.  Since I intend to use this speaker primarily around the house I would have preferred(and was expecting for the price) a larger/heavier speaker that could produce more bass than this manages.  That is my only criticism, for the price I wanted it to fill a bigger room.  Perhaps I'm expecting too much, but the reviews I'd read lead me to believe I'd get more out of this speaker, so hopefully I can serve to lower others' expectations to a more realistic level.",4
"Bose SoundLink Mini Bluetooth Speaker II (Carbon)","Brett Citro","I am quite pleased with this little sound device! The sound quality is just as good, for mid range volume, as the large Sony system that I have below it in the photo! The balance between the highs and lows is actually better in my girlfriends opinion!Pro's:-Sound quality is far better than the any other Wireless BT speaker of comparable size. (Even better than the Beats Pill that my friend brought over, he even thought so.)-Interface is intelligent and fast, tells you whose phone it's connected to or disconnected from.-The speakers volume and iPhone volume move synchronously instead of two volume controls (different ones on the speaker and phone)Cons:-Single button control for play/pause, forward, reverse instead of individual controls for each.-Lower notes bottom out at higher volumes.",5
"Bose SoundLink Mini Bluetooth Speaker II (Carbon)","cirqueme","This has become one of the best things I never knew I wanted until I had it.  The sound is amazing for such a small speaker - crisp highs, full-bodied lows, and excellent balance across the whole dynamic range.  I use this around the house when working on household tasks, and take it with us when we are spending the night away from home for music while going to bed.If you have concerns about how good could the sound possibly be from such a small unit, visit your local red-shirt or blue-shirt store and listen to the demo units.  The only other Bluetooth/battery-powered speaker that sounded any better (across all the brands/models on display) was the Bose SoundLink III (understandable, since it's a bigger unit).  The SoundLink Color has decent sound (a little flatter, slightly less clarity in the highs, slightly less fullness for everything else) for a lower price - if you need a less expensive option, it's a good one.  I liked the SoundLink Mini II over the III because you can charge it using the USB port, which makes it easy to charge anywhere, as USB chargers are inexpensive and common - just carry a USB cable (as opposed to a the small brick that the III uses).  Also, I chose the SoundLink Mini II over the Mini (original model) because the II adds hands-free speakerphone support when paired with your phone.The battery lasts about 5 hours cranked to the max (I used this for music in a 26' moving truck during a cross-country move), much longer at normal volumes.  Pairing is easy, and voice prompts can be disabled once you get used to using it.",5
"Bose SoundLink Mini Bluetooth Speaker II (Carbon)","Lara Coates","Best speaker ever, totally worth the price - even better if you manage to get it on sale - I got it on black Friday for $179. I've had mine a year and I bought another one as Christmas present for my in-laws .... who also love it! The quality is fantastic! I actually bought it for my wedding reception and it filled up the room wonderfully. It can go really loud without loosing sound quality, it also has a great balance between bass and treble. You can connect any music player/phone/laptop etc using an auxiliary lead or bluetooth.",5
"Bose SoundLink Mini Bluetooth Speaker II (Carbon)","Judi Bizzaro","I have got to tell you that I love, love, love this speaker. I received it on time, great packing and received what was promised. I do not have a radio so I use this in my car with my IPhone and what a great sound I get from it. I also use it outside while on my deck. Very clear sound. If your in the market for a portable Bluetooth speaker, this is the one to buy!!!",5
"Bose SoundLink Mini Bluetooth Speaker II (Carbon)","Peter A. Butzin","This unit produces amazing sound for its size and weight. It's not audiophile quality, which would be too much to expect in such a small unit, at a reasonable price. I've bought several small, Bluetooth speakers. This one is the best I've encountered for such a small unit. It produces crisp highs, and decent bass.I also like the features, which include voice-actuated support for up to two Bluetooth devices, and a wireless charging stand.This is a first rate product, hardly the cheapest available, but it provides terrific value.",5
"Bose SoundLink Mini Bluetooth Speaker II (Carbon)","Luke Shiroda","Where do I start... This speaker is amazing. First, the speaker came packaged perfectly and arrived in mint condition. I charged it up and started using it very soon after. It is amazing. The quality and clarity are incredible. I highly recommend this to anyone looking for a great Bluetooth speaker. And it's very easy to pair and the wireless range is great.",5
"Bose SoundLink Mini Bluetooth Speaker II (Carbon)","Amazon Customer","I've been using this for about a year and am overall very happy with it.  Sound quality is excellent.  And I'm glad I ordered the protective case with it. My only gripe is that it will occasionally - and unexpectedly - disconnect from my devices, usually when I'm most excited to play/watch something and then I have to pause and fiddle around with buttons and settings until it reconnects and then I have to restart whatever I wanted to watch/listen to, and by then the excitement has turned to frustration and I'm about ready to hurl the speaker and/or device out the window.  Other than that, it sounds great!",4
"Bose SoundLink Mini Bluetooth Speaker II (Carbon)","Aaron Dwoskin","The sound from this small speaker is spectacular. It produces great bass with well balances treble and is made with precision quality- it is surprisingly heavy. I enjoy the excellent battery life, sounds, tones, and volume range from this small speaker. My one gripe about the product, if I had to list one, is that there is sometimes ""Bluetooth studder"" or ""Bluetooth skip"" from my iPhone. This could be coming from my iPhone itself, but I have also noticed it on my iPad. I simply change the location of the device (which could be getting interference from something in my house) and it goes away. It is not enough of an issue to discourage me from loving this speaker, which is amazing!",5
"Bose SoundLink Mini Bluetooth Speaker II (Carbon)","Amazon Customer","let me start by saying that this is obviously a return because the packet in which the charging port was in was opened already and the packet had some scratches and damage to it like someone had a struggle on opening it lol and the speaker was dead on arrival which shouldn't be if it wasn't used but I mean I have no problem with it being used but it bothers me because I really like the unboxing experience with products that I spend this much money on and just knowing that someone has return it just bothers me it makes me think that this speaker probably had some problems but great quality speaker overall. I think if you really want a new one guaranteed out of the manufacturer go to bose website or local store (target etc. )",5
"Bose SoundLink Mini Bluetooth Speaker II (Carbon)","M. Morrow","If you're just looking for loud, there are plenty of other bluetooth speakers that can get loud. You don't need a lot of cash to get loud.This unit was worth it to me because it can get loud and stay clear, where cheaper ones would start to distort. It's been used in my house to listen to music while taking a shower (it stays out of the shower of course), to listen while cleaning around the house, and even just hanging out on the patio. It has no trouble filling a room. With some streaming music services reaching up to 320kbps right now, the quality is very good.I haven't run into any battery performance issues. I've had it off the dock for a few hours at a pretty loud volume without it dying on me. When I was done with it, I just placed it back onto the dock. No worrying about plugging it in.The calling feature is nice too. When getting a call, it will pause the music and speak the name or number of the caller. Just push the button on the speaker and you can speak through it. I can hear others well through it, and they tell me they hear me normally.Overall, it's a nice little unit.",5
"Bose SoundLink Mini Bluetooth Speaker II (Carbon)","Steve Farley","What a nice surprise.  I was astounded at the clarity coming from this tiny speaker and so were many of my neighbors.  I've had 3 of my neighbors purchase this speaker after hearing it for themselves.  I live just outside of Phoenix and this time of year everyone tries to be outside as much as possible and alot of the time we spend outside is while we are entertaining.The Bose Mini II makes providing background music a snap.  Just take it outside, pick some tunes on the iPhone and pass out the beer and wine.  The quality and ease of setting this thing up has made me consider the Bose QC35 noise cancelling bluetooth headphones.  I'm thinking that if the Mini II is so good then maybe the QC35 will be just as good.",5
"Bose SoundLink Mini Bluetooth Speaker II (Carbon)","Allen","This speaker is pretty loud and i really enjoy it, but i must say one thing about it. I connected it to my Samsung Note 5 and occasionally it keeps saying it is connected to my phone but it wouldn't give out any audio. All you would see is my track playing and my phone would recognize that it is also connected to the speaker... but no audio. At first i thought maybe it was my phone until i had tried it out with an iPhone 6. The same issue happened and i don't know why. I've been having it for 3 months now and the problem comes and goes. (once or twice every week). It doesn't do it all the time but when it does, it's pretty frustrating to deal with it. I paid 200 dollars for this product and i would expect it to work perfectly fine. Don't get me wrong, i still love it. Everyone that has seen and heard it are pretty impressed by it. I would give it 5 stars if it weren't to have been for that one issue. I use it on a daily basis for my office or for my bedroom and its pretty cool to say that this little box can be very loud. I see a ton of co-workers that have Bluetooth speakers but when they raise it up above 50 percent of the volume, the speakers sound like they want to pop. Not only that but they buy 80 dollar ones that break down and they have to buy another one. This Bose speaker sounds and looks like it is made out very good material. It also has some weight to it which i like because it looks like it can take a fall to ground and still function good. The battery last maybe 8 hours for me on Bluetooth when its really loud. The auxiliary cord last me almost 3 times longer. not sure how long but i actually forgot that i had to charge this box lol. Hopefully this review is good enough for you to decide if you really want to buy this product.",4
"Bose SoundLink Mini Bluetooth Speaker II (Carbon)","B52Gunner","Bose speakers are not cheap but, they are simply the best!  I wouldn't own any others!  The sound that comes from this little gem is incredible!  Worth every penny!",5
"Bose SoundLink Mini Bluetooth Speaker II (Carbon)","Joe M.","Sound quality is excellent, as is expected from a Bose product. The lows and mids out of this thing are INCREDIBLE given it's very small form factor. The reason for 3 stars is the interface. Any interaction with the power, bluetooth and volume buttons warrants a ridiculously loud audible response. As an example: any time you connect or disconnect a device via bluetooth, it will verbally inform you "" USER'S iPhone connected/disconnect"". The volume at which it does this is insanely loud....a simple and subtle beep would have sufficed. Secondly, the charging base user experience is terrible. For as simple as the design is, there isn't very good tactile feedback as to whether it has ""nested"" properly in the base and starts receiving a charge. The lip of the charger base needs to be a bit more substantial.",3
"Bose SoundLink Mini Bluetooth Speaker II (Carbon)","Lou Howort","If I could  rate this higher I would.  It's a wonderful product in every way. It's smaller than I thought it would be and is very easy to carry around from room to room. It pairs with my phone instantly with no hassles. And the sound? For a speaker this size – fantastic! Yesterday my wife was listening to music,when I walked  into the room she was in.  I thought it was too loud  and walked over to a larger music system in the room to lower the sound but  it did not get lower. I asked my wife if there was something wrong with it and she laughed and said ""that machine is not on, it's the Bose speaker.""  I was, and still am, amazed that such a small speaker could have sound with an almost live presence to it.",5
"Bose SoundLink Mini Bluetooth Speaker II (Carbon)","Dr Vig","I have used bose products for years they are a solid company when it comes to sound reproduction. I have had the soundlink mini 1 for a while and it works great, however, the first mini 2 I got it would not turn on after talking with bose and attempted to fix it found it was just a bad speaker. Contacted Amazon and had a replacement the next day. With that said still 5 stars this speaker is awesome especially for its size both Bose and Amazon were great. It throws out a lot of base if you place it next to a wall you get the best sound. Battery seams to last had it on loud for around 5 hrs or so no problem. It is heavy for its size you will not mistake this for a cheep reproduction speeker like the beats overpriced garbage. On sale its about 100 bucks but it is well worth double that.",5
"Bose SoundLink Mini Bluetooth Speaker II (Carbon)","T J A","This speaker fell from the roof of my Blazer while I was driving 50mph. It wacked the ground hard and started to somersault and shed pieces and still plays music like it did before. DON'T LEAVE THIS SPEAKER ON TOP OF A MOVING VEHICLE.",5
"Bose SoundLink Mini Bluetooth Speaker II (Carbon)","Elizabeth K. Clarke","This little speaker rocks. I've never had a portable speaker that actually delivers on the bass end of the sound spectrum. I love how deep and rich the sound is. It has a good Bluetooth range. You can hear it from several rooms of my house. Beyond easy to set up and use. I also like that you can place it on the charging plate to charge instead of having to plug it in. Recommend!",5
"Bose SoundLink Mini Bluetooth Speaker II (Carbon)","BRtF","Update 30 May 2017:  I'm degrading one star for a few reasons:  One, the speakers will not turn on if left alone for a certain period of time.  The only way to get them to respond again is to put them on the charge.  This is a problem if you just grab your charged speakers with plans to use them and you don't bring along charging provisions.  Second thing:  When plugged into my 12V power point in my vehicle, the charging stops/starts every few seconds causing the hi-lo lo-hi beep which is distracting.  This doesn't happen when plugged into USB via AC power either with my USB charging hub or with the one Bose supplied.  The 12V (Anker) power point in the car works very well to charge other devices, just not these speakers which isn't good when I plug them into the car when we're camping.  Upgraded the firmware, the charging issue persists, haven't had time to check the responsiveness issue mentioned above.This will probably get buried under existing reviews, but in case a Google search for Bose Soundlink 2 versus Anker Premium speakers brings you here, here is what I wrote about the Anker speakers for the three star review I left:The Bose Soundlink 2s win, hands down.  The difference in sound is worth the extra $140 to me and I will keep them.  I tested them by putting both speaker sets on a table right in front of me.  I used two identical iPhones paired to both speakers in order to play identical .mp3s.  I'd start one, stop it, start the same song on the other and just flip flop.  I did this for over an hour and this is what I found:The Bose are simply brighter and clearer than the Anker.  There is really only a certain sound range that speakers this size can play well and the Bose does it better.  It really shined through on songs like ""AxelF"" and ""Seven Bridges Road"".  Bass, as in bass guitar is louder and clearer on the Bose, a good example of that is ""Into the Mystic"".  The Anker has a little more thumping bass like from a bass drum with ""Thrift Shop"" but not much more.  If the song has any high end hiss, you will hear it more with the Bose than the Anker as the Anker is generally more muffled.  So, I'll give the Ankers to a family member since Anker issued me a refund (I didn't ask for it).  Again, the Ankers represent their price bracket well.  Truly a case of getting what's paid for.",4
