"productName","revAuthor","revText","revRating"
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Tom Olsen","This is the first Kindle I've ever owned, so I cannot say how it compares to previous models. What I can say is that I really enjoy using my kindle. I like the idea of an ebook as a way of saving paper and offering a lower cost method of reading (ebook are generally cheaper). I've tried reading on tablets with bright LED backlight displays, I've tried reading on my computer, and even on my phone. These solutions typically ended in my having a headache. This screen is a pleasure to read from, and leaves me wanting to read more. I know its the lower end in terms of contrast and ppi that Amazon offers, but it seems to do the job just fine, and I don't notice any eye strain.I'm impressed with the overall design. It is very thin and light; perfect if you want to take it on the go. I ride my bike to work everyday, and i am able to slip this into one of my larger pockets no problem. The only downside to the slim design is that i often don't know quite which way to hold it and be comfortable without accidentally hitting the screen and flipping the page. I imagine if I had a case this wouldn't be as much of a problem.The touchscreen seems responsive enough, and I generally am able to select the right button the first time. However, it seems that sometimes when I am trying to flip the page left, I somehow manage to flip right. This can be a bit disorienting and cause me to flip back and forth to find my spot.",4
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","reader123","Same look as the older models. I like how the store looks and navigation is easy. The touch screen on the other hand is very annoying.  Its not like a normal touch-screen where it needs contact with skin literally anything touching the screen changes things. I have had it 1 week and had to change the font size back like 50 times because it will brudh up against something.",2
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","KimberlyAnne","I grabbed this on sale for $49.99 and used my $20 Kindle trade in credit so I got an amazing deal at $29.99. No way could I pass up that deal even though I love my Paperwhite.The most obvious difference is this Kindle has no built in light, but you can use almost any clip on light. I'm repurposing my old Nook light, which works well. No it doesn't light up the screen as evenly as Paperwhite's built in light.The basic Kindle is a tad bit lighter, but it doesn't have the soft matte backing like the Paperwhite. The Paperwhite feels much better in your hands. This one is all hard plastic like the 2015 Fire.This has all the same reading options as the Paperwhite. Plus it has an additional font option called Amazon Ember, which is a welcome addition.Amazon has finally added their version of TTS, which is called Voiceview. Since there are no built in speakers you will need a blue tooth speaker to activate Voiceview. It is a nice feature, but don't expect for it to sound like a professional narrated ""audible"" book.The Paperwhite is much better in poorly lit areas. No messing around with a clip on light. However, the addition of Voiceview is an awesome feature that does come in handy.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","curlygrl","What do I want in an e-book?  I want it to be my go-to book for all my fun-loving, easy-reading books.  Things one might read when is relaxing and one's brain does not have to work too hard...sunning by the pool, (carefully) taking a bath, lazing around before going to sleep.  I do and have done for quite some time, all of these things with paper books, and also with my first Kindle...which I had for 6 years. I tried out my first Kindle (""Kindle Keyboard"") in early 2011.  It wasn't perfect -- No matter what search feature it said it had, it never was very productive at searching my long list of books.  And as it got older, it started getting stuck and needing restart.  But I really liked it overall...and then it got stuck, never to get unstuck.  So I had to buy a new Kindle.  If you want touch-screen, you're in luck.  I think all versions are touch screens these days.  Personally, I did not want one.  There were 4 variations available, and I chose this one, which seemed the most pared down (few extras), the simplest...the closest one to my previous Kindle or a paper book.  It arrived, and I immediately noticed that the actual size of the Kindle got smaller.  The screen size appears to be the same, but without the arrow buttons on each side (left and right edges) and without the keyboard below the screen...the whole size of the Kindle has shrunk.  Again...this is in comparison to my 2011 Kindle.  But to put this in perspective, the dimensions of its face is smaller than most paperback books.  I am a 5'2"" woman and I have average enough hand size for my height.  When I place the base of the palm of my hand (above the wrist) on the bottom edge of this new Kindle's front surface, with my hand comfortably resting on top (fingers naturally spreading) the tips of my fingers reach beyond the top edge, and the same happens with the tips of my pinky and thumb fingers to the side.  I find the degree of change in the size of the object to be problematic for my comfort...particularly because of the touch screen.  There is very little front surface area that is not screen...so there is very little ""safe"" area that I can place my fingers.  And if I'm reclining and attempting to not work too hard at reading, what happens is that I end up touching the darned touch screen.  It pages when I don't want to page...sometimes several pages in succession.  Then I have to sort that out, and then get back into my reading.  Ultimately, this is a huge flaw in this e-reader's construction for me and how I use it. I think that, as it is now, it is best suited for reading while utilizing a flat surface for its presentation...like sitting at a table or desk, or using a reading stand or pillow.  I understand that touch screens are huge now, so they really had to make a product with this.  But I didn't want it with that.  I really wish that they had made their pared down Kindle with a way to turn off the touch screen function, and with the arrow buttons on the edges as before.  Actually, even without the keyboard I wish that they made this Kindle have more front surface area, because it isn't all that fun to hold onto because it's small and dainty.  I even buffed mine up a bit with a folding cover to make it more like a book (which would have the extra benefit of keeping the very responsive touch screen from getting accidentally touched while in my purse, etc).  And even with that I find it just a bit too small for pleasure.  Along these lines, it also seems like that the default listing of book titles is by an artistic overlay of covers of the more recent books in my Kindle usage / purchase list.  I haven't used this Kindle enough to know if this is a function that can be adjusted.  Personally I rather preferred looking at a the list of titles in the old one...although it would be nice to be able to add thumbnail options to that or sort thru the list in a variety of ways.  The old Kindle wasn't very functional in that way.  Ultimately, because this new Kindle hasn't allowed me to enjoy my reading it during my most relaxed times, I have only used it for about 3-4 books...one of which I was only halfway thru reading when the previous Kindle died on me.  So it's more like I've read about 2-3 books on this new Kindle in the _3 months_ I've owned it.  Hey, for some people that would be a pretty good showing.  But for me?  Well I won the MS ReadAThon in my school two years running...both 2nd and 3rd grades...you know, back in the day.  And with my previous Kindle I could read a lot of my...summer reading books, one might say...pretty quickly; I went thru 1700+ books in the 6 years I had the last one.  So, yes, this is making a huge difference.  I've gone back to mostly reading paper books now.  My new Kindle is a decorative paperweight on my desk.  Well it's decorative in the cover I chose for it.  But I rarely use it.  Other people may not read with their Kindle in the same way that I do...or they may not read with it enough for it to be terribly problematic...or maybe they do, but it just doesn't bug them as much as it does me.  But in the case that you are a bit of a reading addict like me and this little quirk of the e-reader would bother you...now you know.",2
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","MARY GAJEWSKI","I really don't like this kindle.  I have had a kindle for 6 years,  and read daily but very rarely pick up a book anymore.  The kindle that I had before just died.  It was the kind with the buttons on the side to turn the page.  I liked that much better.  Unfortunately after 6 years,  the pages just kept flipping around and I couldn't control it.  I don't like the touch screen for turning the pages.  about a third of the time I have to touch it twice,  and  and a third of the time it skips ahead 2 pages and I have to go back to see if I missed anything.  I didn't do my research to see if I could still get the old kind.  I just may have to do that.",2
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","David Brainard","Finally, a current Kindle  e-reader with Text-to Speech! And a quality Ivonia voice too! It is not very user friendly, but if you're patient you will be pleased. (It can only be used with Bluetooth.)The early keyboard Kindle had Text-to-Speech but the voice quality was poor. And, of course, all the Kindle Fire's have it, but now we can enjoy a quality voice on a Kindle e-reader.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Mike Pollard","I do love it!!  It is exactly what I wanted and needed for an ereader.  I LOVE books and already have more around the house than I can adequately store and I live in a 903 sq ft house with my wife and 3 kids, hence the nice mahogany bookshelf lined personal library with fireplace, brandy, pipe, and smoking jacket is on hold for, ooohh I don't know... ever :).  I currently have 347 items on it already, a good percentage were either free or .99.  It is easy to use and navigate.  I haven't had to adjust the size of the font for reading.  Some of the 1 and 2 star reviews really blasted it for being able to read it in normal room level lighting, which I was really concerned about prior to receiving it (and I'm not talking about the reviews that complained about it not having a back light as the purchasers clearly didn't read the product description prior to purchase as I knew that going into it and this is my first kindle/ ereader ever).  However, reading it is no difficulty.  I have found that most 'smart phones' with touch screens drive my insane as they seem to react to your finger just being over them.  I have found this touch screen to be much more palatable.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","DanceTheMoon","This is my first Kindle, so have nothing to compare it to, except real books and the computer screen. I know it's easier on my eyes than the computer screen and, as much as I hate to say it, I believe it's a bit easier on my eyes than real books. I have the font size quite small - accidentally changed it while still getting used to the touch screen and found the small size to be better than the default. Just as with real books, in bright light it's readable without my reading glasses; in dimmer light it's just fine with the glasses. I purchased a clip-on light at the same time as the Kindle, after reading the Kindle reviews, but haven't found it necessary to use (found other uses, though, so that wasn't a waste of money).I also purchased a case and have found it makes the Kindle much easier to hold. With the case it can be held like a real book, which is great when I want one hand free for cookies while I read! I think a case might also fix the problem some people have had with the power button. I can stand the Kindle up and it doesn't affect it at all.Battery seems to be fine, no problems with it holding a charge. I have Kindle versions of some old 18th & 19th century cookbooks and ""ladies' work"" books that I flipped through fairly fast just to see how the formatting came out. In those cases, I did notice the battery was going down. So yes, the more page-turning you do, the more it uses up a charge.This is also my first touch screen, which I find very easy to use as long as I use just a light tap. Otherwise, yes it does flip through an extra page (or several...). Accessing all the menus and such is a breeze.Then there's all the features, like notes and bookmarks and more. Won't go into that since I've not tried everything yet - too busy reading the books, heh - but there's plenty of stuff there to use when I get into the books for which those features will be useful.Oh, and since I'm usually into several books at a time, the fact that I can take a bunch of books in my over-stuffed purse or workbag and not have to choose which book until I'm ready to read, well, it just makes life that much more pleasant. So all-in-all, I'm lovin' this little piece of technology!",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Kassy Lake","Like the item and use it pretty much every night.  Wish I had ordered this e-kindle with a light screen, but I have an over my shoulder 40 watt that helps me view the pages.  I do like the instant highlight of words that give dictionary, thasaurous, etc.  But...how do I make the vertical slide down down so that I can view the whole info on dictionary, etc.  It won't budge for me and I have tried everything but standing on my head.  Help!  Also, while I wanted the light weight of the unit, it still slips out of my hand while I am reading, particularly when I want to  use my thumb to turn the page by sliding my thumb slightly to the screen edge, but half the time the movement is too much and I wind up dropping my e-reader on the mattress which makes me spend time searching to find it and hope I don't press something on the screen that makes it change on the screen.  Could use some hint on how to hold the unit when I am lying in bed at night.",4
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","R. Charbonneau","Revised 6/8 -  downgraded to two stars. Get me my Kindle 4 back. It did what I wanted with grace.The touchscreen on the new Kindle makes it harder to hold the device without accidentally flipping pages.or doing other undesired actions. The UI appears to have been (badly) designed by a committee to do everything but help you read books. I've even found that I have one book that is stored on the device but doesn't always appear in the Home directory. I want a simple reader. If I wanted a flakey device that eats battery, I'd get a Kindle Fire.<Original review>This is my third version of the basic small e-ink Kindle, first with a touchscreen. The last two needed replacing because the e-ink screen died (not from abuse, so they must just go bad after a year or two). The UI has changed quite a bit from the much simpler version in the other Kindles, which is at best a mixed benefit. The touchscreen is also a mixed benefit - typing is much easier with the touchscreen, but it has a tendency to change pages inadvertently, either because I brush it, or the cat's tail does, or... Also, the battery seems to drain quicker with the touchscreen, and if I'm out in the sun, page turns on the newer screen are visible less sharp as the device gets warmer, something that didn't happen before. But the new device has nicer fonts. So where four stars would have been ""just as good"" as earlier Kindles, and five would have been ""significantly improved, this gets three.",2
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Amazon Customer","I'm a college student, and I love books. Unfortunately, due to space constraints both in my backpack and in my dorm room, it's unfortunately very impractical for me to carry around books, especially hardcover books. I purchased this in October when it was on a promotion, and it's been doing its job well. The interface itself is pretty straightforward, and there's a bit of a lag, but I mean, it's supposed to be for storing and reading books. I love how lightweight and comfortable it is to read. I was worried about the touchscreen being not sensitive, but I actually find that it responds pretty well--actually, my hair's caused the page to turn, oops.I hate reading on laptop screens or my phone screen, and I find that although you have to use an external light source to read, it's easy on the eyes so I can read for hours without getting a headache. I can also read right before bed without worrying about screen light affecting my sleep/brain!I will say that there is a small mark--almost like a smudge of e-ink--and while sometimes it can be annoying, it poses no serious problem. It's probably my own fault for dropping it a couple of times.In terms of battery life, I'm very satisfied. It charges pretty quickly and if you use it everyday, it'll last a pretty long time. I don't think it necessarily lasts weeks with constant use. Standby, it lasts weeks, though.Overall I love my Kindle. I put off buying one because I was a ""it's not a REAL book nothing will beat a real book I love the feel of a REAL BOOK"" snob, but I've been converted. I really enjoy e-readers.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","MemoriesMummiesMéxico","I'm a veteran Kindle owner and a big fan. My 1st generation Kindle still works but was giving me problems with the on/off switch so I bought the newest model. It took some getting used to because of its smaller size. It's very easy to drop when I get a little drowsy.The software seems a bit quirky for the touch screen, sometimes losing my place in a book by a few pages. I had to review the manual provided online plus search online to figure out why the reading location percentage at the bottom of the screen disappeared so I could turn the feature back on. I don't think the battery life, while very good, is as good as my original Kindle.These are small quibbles with an excellent and inexpensive e-reader. I like the way it came already integrated into my Amazon account. It was easy to select titles from ""Manage Content and Devices"" to be downloaded onto the new device. The ads are unobtrusive and amount to screen savers with suggestions for e-books. It is super easy to adjust font size from book to book.Overall it's hard to go wrong with this base model Kindle.",4
